record#,occurrenceID,basisOfRecord,collectionCode,institutionCode,year,month,day,coll_date,verbatimEventDate,eventDate,quadrat,sampler,recordedBy,species,scientificName,previousIdentifications,scientificNameID,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,Count,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,location,transect,sample range,locality,verbatimLocality,habitat,minimumDepthInMeters,maximumDepthInMeters,samplingProtocol,eventRemarks,continent,country,countryCode,stateProvince,county,municipality,waterBody,latitude,longitude,latConverted,lonConverted,decimalLatitude,decimalLongitude,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,associatedReferences
58,urn:catalog:HMS:HewattTransect:58,HumanObservation,HewattTransect,HMS,1931,5,25,,,1931-05-25,27,Hewatt,Willis G. Hewatt,Hipponix cranioides,Hipponix cranioides,,urn:lsid:marinespecies.org:taxname:1446760,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hipponicidae,Hipponix,cranioides,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
59,urn:catalog:HMS:HewattTransect:59,HumanObservation,HewattTransect,HMS,1931,5,25,,,1931-05-25,27,Hewatt,Willis G. Hewatt,Homalopoma luridum,Homalopoma luridum,,urn:lsid:marinespecies.org:taxname:528071,Animalia,Mollusca,Gastropoda,Trochida,Colloniidae,Homalopoma,luridum,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
60,urn:catalog:HMS:HewattTransect:60,HumanObservation,HewattTransect,HMS,1931,5,25,,,1931-05-25,27,Hewatt,Willis G. Hewatt,Hopkinsia rosacea,Okenia rosacea,Hopkinsia rosacea,urn:lsid:marinespecies.org:taxname:581644,Animalia,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Hopkinsia,rosacea,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
61,urn:catalog:HMS:HewattTransect:61,HumanObservation,HewattTransect,HMS,1931,5,25,,,1931-05-25,27,Hewatt,Willis G. Hewatt,Idotea urotoma,Idotea urotoma,,urn:lsid:marinespecies.org:taxname:257355,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,urotoma,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
62,urn:catalog:HMS:HewattTransect:62,HumanObservation,HewattTransect,HMS,1931,5,25,,,1931-05-25,27,Hewatt,Willis G. Hewatt,Kellia laperousii,Kellia laperousii,,urn:lsid:marinespecies.org:taxname:592764,Animalia,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Kellia,laperousii,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
63,urn:catalog:HMS:HewattTransect:63,HumanObservation,HewattTransect,HMS,1931,5,25,,,1931-05-25,27,Hewatt,Willis G. Hewatt,Lacuna marmorata,Lacuna marmorata,,urn:lsid:marinespecies.org:taxname:446885,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,marmorata,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
64,urn:catalog:HMS:HewattTransect:64,HumanObservation,HewattTransect,HMS,1931,5,25,,,1931-05-25,27,Hewatt,Willis G. Hewatt,Laila cockerelli,Limacia cockerelli,,urn:lsid:marinespecies.org:taxname:531204,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Laila,cockerelli,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
65,urn:catalog:HMS:HewattTransect:65,HumanObservation,HewattTransect,HMS,1931,5,26,,,1931-05-26,27,Hewatt,Willis G. Hewatt,Lepidozona mertensii,Lepidozona mertensii,,urn:lsid:marinespecies.org:taxname:386048,Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Lepidozona,mertensii,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
66,urn:catalog:HMS:HewattTransect:66,HumanObservation,HewattTransect,HMS,1931,5,26,,,1931-05-26,27,Hewatt,Willis G. Hewatt,Leptasterias spp,Leptasterias,,urn:lsid:marinespecies.org:taxname:123222,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,,genus,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
67,urn:catalog:HMS:HewattTransect:67,HumanObservation,HewattTransect,HMS,1931,5,26,,,1931-05-26,27,Hewatt,Willis G. Hewatt,Leptosynapta inhaerens,Leptosynapta inhaerens,,urn:lsid:marinespecies.org:taxname:124465,Animalia,Echinodermata,Holothuroidea,Apodida,Synaptidae,Leptosynapta,inhaerens,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
68,urn:catalog:HMS:HewattTransect:68,HumanObservation,HewattTransect,HMS,1931,5,26,,,1931-05-26,27,Hewatt,Willis G. Hewatt,Leucandra heathi,Leucandra heathi,,urn:lsid:marinespecies.org:taxname:164324,Animalia,Porifera,Calcarea,Leucosolenida,Grantiidae,Leucandra,heathi,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
69,urn:catalog:HMS:HewattTransect:69,HumanObservation,HewattTransect,HMS,1931,5,26,,,1931-05-26,27,Hewatt,Willis G. Hewatt,Ligia occidentialis,Ligia occidentalis,,urn:lsid:marinespecies.org:taxname:257557,Animalia,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia,occidentalis,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
70,urn:catalog:HMS:HewattTransect:70,HumanObservation,HewattTransect,HMS,1931,5,26,,,1931-05-26,27,Hewatt,Willis G. Hewatt,Lissothuria nutriens,Lissothuria nutriens,,urn:lsid:marinespecies.org:taxname:529527,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,Lissothuria,nutriens,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
71,urn:catalog:HMS:HewattTransect:71,HumanObservation,HewattTransect,HMS,1931,5,26,,,1931-05-26,27,Hewatt,Willis G. Hewatt,Littorina keenae,Littorina keenae,,urn:lsid:marinespecies.org:taxname:445651,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,keenae,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
72,urn:catalog:HMS:HewattTransect:72,HumanObservation,HewattTransect,HMS,1931,5,26,,,1931-05-26,27,Hewatt,Willis G. Hewatt,Littorina scutulata,Littorina scutulata,,urn:lsid:marinespecies.org:taxname:445657,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,scutulata,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
73,urn:catalog:HMS:HewattTransect:73,HumanObservation,HewattTransect,HMS,1931,5,26,,,1931-05-26,27,Hewatt,Willis G. Hewatt,Lophopanopeus heathii,Lophopanopeus heathii,,urn:lsid:marinespecies.org:taxname:443979,Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Lophopanopeus,heathii,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
74,urn:catalog:HMS:HewattTransect:74,HumanObservation,HewattTransect,HMS,1931,5,26,,,1931-05-26,27,Hewatt,Willis G. Hewatt,Lophopanopeus leucomanus,Lophopanopeus leucomanus,,urn:lsid:marinespecies.org:taxname:443980,Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Lophopanopeus,leucomanus,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
75,urn:catalog:HMS:HewattTransect:75,HumanObservation,HewattTransect,HMS,1931,5,26,,,1931-05-26,27,Hewatt,Willis G. Hewatt,Lottia asmi,Lottia asmi,,urn:lsid:marinespecies.org:taxname:510016,Animalia,Mollusca,Gastropoda,,Lottiidae,Lottia,asmi,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
76,urn:catalog:HMS:HewattTransect:76,HumanObservation,HewattTransect,HMS,1931,5,26,,,1931-05-26,27,Hewatt,Willis G. Hewatt,Lottia digitalis,Lottia digitalis,,urn:lsid:marinespecies.org:taxname:456588,Animalia,Mollusca,Gastropoda,,Lottiidae,Lottia,digitalis,species,0,0,,,absent,"approximately 2mi east of Lighthouse Point, Monterey Bay","Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, 108 yard long, 1 yard wide, Bearing N. 38° E",2ft below sea level - 7ft above sea level,"Monterey Bay, 2mi east of Lighthouse Point, Intertidal zone directly north of Jacques Loeb Lab at Hopkins Marine Station, Quadrat 27","2mi east of Lighthouse Point, Monterey Bay",intertidal zone,-2.13,0.61,mapping and census of all animals taken via human observation along a 108 yard (98.76m) transect in single square yard (0.914 square m) increments,Quadrat 27,North America,United States,US,California,Monterey,Pacific Grove,Monterey Bay,36° 37' N,121° 54' W,36.6166667,-121.9,36.621938,-121.903597,36° 37' N,121° 54' W,degree minutes seconds,WGS84,99,David Bloom,2023-02-08,GBIF Best Practices,"Google Maps (2023), Imagery AMBAG (2023), Maxar Technologies, USDA/FPAC/GEO Map data 2023 | https://doi.org/10.2307/2420496, Figure 1, ppg 164",Georeferenced approximate center of the 108 yrd transect based on comparison of Google map and figure in published paper. Estimated start of transect at end of tidal zone.,https://doi.org/10.2307/2420496
